what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466210781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466266783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466268387
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466368035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466372557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457466382434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466392443
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466409482
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457466411247
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457466411371
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457466411386
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457466411395
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457466411942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466416930
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466420626
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457466423497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466428359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457466439088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466448203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466453819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466459479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457466460742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466461731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466463812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457466466957
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466515419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457466519348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457466525647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466525828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466525988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457466526165
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457466530423
