what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1456770562303
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1456770562303
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1456770562303
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1456770562304
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1456770562304
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1456770562305
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1456770562305
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1456770562306
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1456770562306
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1456770562307
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1456770562307
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1456770562307
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1456770562308
started,bundle,com.altera.sbtgui.integration,12.1.1.243,"com.altera.sbtgui.integration",1456770562308
started,bundle,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch",1456770562308
started,bundle,com.altera.sbtgui.project,12.1.1.243,"com.altera.sbtgui.project",1456770562308
started,bundle,com.altera.systemconsole,12.1.1.243,"com.altera.systemconsole",1456770562309
started,bundle,com.altera.systemconsole.designs.plugin,12.1.1.243,"com.altera.systemconsole.designs.plugin",1456770562309
started,bundle,com.altera.systemconsole.scripting,12.1.1.243,"com.altera.systemconsole.scripting",1456770562309
started,bundle,com.altera.utilities,12.1.1.243,"com.altera.utilities",1456770562309
os,sysinfo,,,"linux",1456770562311
arch,sysinfo,,,"x86",1456770562311
ws,sysinfo,,,"gtk",1456770562311
locale,sysinfo,,,"en_US",1456770562311
processors,sysinfo,,,"8",1456770562311
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1456770562311
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1456770562311
java.specification.name,sysinfo,,,"Java Platform API Specification",1456770562311
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1456770562311
java.specification.version,sysinfo,,,"1.6",1456770562311
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1456770562311
java.version,sysinfo,,,"1.6.0_23",1456770562311
java.vm.info,sysinfo,,,"mixed mode",1456770562311
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1456770562311
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1456770562311
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1456770562311
java.vm.specification.version,sysinfo,,,"1.0",1456770562311
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1456770562311
java.vm.version,sysinfo,,,"19.0-b09",1456770562311
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1456770562764
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1456770563382
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1456770580581
started,bundle,com.altera.sbtgui.core,12.1.1.243,"com.altera.sbtgui.core",1456770580630
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1456770580659
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456770583267
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1456770583307
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1456770583311
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1456770583311
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1456770583312
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1456770591047
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1456770591050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456770593716
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1456770597991
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1456770597998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456770598010
opened,view,com.altera.sbtgui.launch,12.1.1.243,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1456770598772
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1456770598928
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1456770598936
